year_film,year_ceremony,ceremony,category,name,film,winner
2008,2009,81,WRITING (Adapted Screenplay),Screenplay by Peter Morgan,Frost/Nixon,False
2008,2009,81,WRITING (Adapted Screenplay),Screenplay by David Hare,The Reader,False
2008,2009,81,WRITING (Adapted Screenplay),Screenplay by Simon Beaufoy,Slumdog Millionaire,True
2008,2009,81,WRITING (Original Screenplay),Written by Courtney Hunt,Frozen River,False
2008,2009,81,WRITING (Original Screenplay),Written by Mike Leigh,Happy-Go-Lucky,False
2008,2009,81,WRITING (Original Screenplay),Written by Martin McDonagh,In Bruges,False
2008,2009,81,WRITING (Original Screenplay),Written by Dustin Lance Black,Milk,True
2008,2009,81,WRITING (Original Screenplay),"Screenplay by Andrew Stanton, Jim Reardon; Original story by Andrew Stanton, Pete Docter",WALL-E,False
2008,2009,81,JEAN HERSHOLT HUMANITARIAN AWARD,Jerry Lewis,,True
2009,2010,82,ACTOR IN A LEADING ROLE,Jeff Bridges,Crazy Heart,True
2009,2010,82,ACTOR IN A LEADING ROLE,George Clooney,Up in the Air,False
2009,2010,82,ACTOR IN A LEADING ROLE,Colin Firth,A Single Man,False
2009,2010,82,ACTOR IN A LEADING ROLE,Morgan Freeman,Invictus,False
2009,2010,82,ACTOR IN A LEADING ROLE,Jeremy Renner,The Hurt Locker,False
2009,2010,82,ACTOR IN A SUPPORTING ROLE,Matt Damon,Invictus,False
2009,2010,82,ACTOR IN A SUPPORTING ROLE,Woody Harrelson,The Messenger,False
2009,2010,82,ACTOR IN A SUPPORTING ROLE,Christopher Plummer,The Last Station,False
2009,2010,82,ACTOR IN A SUPPORTING ROLE,Stanley Tucci,The Lovely Bones,False
2009,2010,82,ACTOR IN A SUPPORTING ROLE,Christoph Waltz,Inglourious Basterds,True
2009,2010,82,ACTRESS IN A LEADING ROLE,Sandra Bullock,The Blind Side,True
2009,2010,82,ACTRESS IN A LEADING ROLE,Helen Mirren,The Last Station,False
2009,2010,82,ACTRESS IN A LEADING ROLE,Carey Mulligan,An Education,False
2009,2010,82,ACTRESS IN A LEADING ROLE,Gabourey Sidibe,Precious: Based on the Novel 'Push' by Sapphire,False
2009,2010,82,ACTRESS IN A LEADING ROLE,Meryl Streep,Julie & Julia,False
2009,2010,82,ACTRESS IN A SUPPORTING ROLE,Penélope Cruz,Nine,False
2009,2010,82,ACTRESS IN A SUPPORTING ROLE,Vera Farmiga,Up in the Air,False
2009,2010,82,ACTRESS IN A SUPPORTING ROLE,Maggie Gyllenhaal,Crazy Heart,False
2009,2010,82,ACTRESS IN A SUPPORTING ROLE,Anna Kendrick,Up in the Air,False
2009,2010,82,ACTRESS IN A SUPPORTING ROLE,Mo'Nique,Precious: Based on the Novel 'Push' by Sapphire,True
2009,2010,82,ANIMATED FEATURE FILM,Henry Selick,Coraline,False
2009,2010,82,ANIMATED FEATURE FILM,Wes Anderson,Fantastic Mr. Fox,False
2009,2010,82,ANIMATED FEATURE FILM,John Musker and Ron Clements,The Princess and the Frog,False
2009,2010,82,ANIMATED FEATURE FILM,Tomm Moore,The Secret of Kells,False
2009,2010,82,ANIMATED FEATURE FILM,Pete Docter,Up,True
2009,2010,82,ART DIRECTION,Production Design: Rick Carter and Robert Stromberg; Set Decoration: Kim Sinclair,Avatar,True
2009,2010,82,ART DIRECTION,Production Design: Dave Warren and Anastasia Masaro; Set Decoration: Caroline Smith,The Imaginarium of Doctor Parnassus,False
2009,2010,82,ART DIRECTION,Production Design: John Myhre; Set Decoration: Gordon Sim,Nine,False
2009,2010,82,ART DIRECTION,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,Sherlock Holmes,False
2009,2010,82,ART DIRECTION,Production Design: Patrice Vermette; Set Decoration: Maggie Gray,The Young Victoria,False
2009,2010,82,CINEMATOGRAPHY,Mauro Fiore,Avatar,True
2009,2010,82,CINEMATOGRAPHY,Bruno Delbonnel,Harry Potter and the Half-Blood Prince,False
2009,2010,82,CINEMATOGRAPHY,Barry Ackroyd,The Hurt Locker,False
2009,2010,82,CINEMATOGRAPHY,Robert Richardson,Inglourious Basterds,False
2009,2010,82,CINEMATOGRAPHY,Christian Berger,The White Ribbon,False
2009,2010,82,COSTUME DESIGN,Janet Patterson,Bright Star,False
2009,2010,82,COSTUME DESIGN,Catherine Leterrier,Coco before Chanel,False
2009,2010,82,COSTUME DESIGN,Monique Prudhomme,The Imaginarium of Doctor Parnassus,False
2009,2010,82,COSTUME DESIGN,Colleen Atwood,Nine,False
2009,2010,82,COSTUME DESIGN,Sandy Powell,The Young Victoria,True
2009,2010,82,DIRECTING,James Cameron,Avatar,False
2009,2010,82,DIRECTING,Kathryn Bigelow,The Hurt Locker,True
2009,2010,82,DIRECTING,Quentin Tarantino,Inglourious Basterds,False
2009,2010,82,DIRECTING,Lee Daniels,Precious: Based on the Novel 'Push' by Sapphire,False
2009,2010,82,DIRECTING,Jason Reitman,Up in the Air,False
2009,2010,82,DOCUMENTARY (Feature),Anders Østergaard and Lise Lense-Møller,Burma VJ,False
2009,2010,82,DOCUMENTARY (Feature),Louie Psihoyos and Fisher Stevens,The Cove,True
2009,2010,82,DOCUMENTARY (Feature),Robert Kenner and Elise Pearlstein,"Food, Inc.",False
2009,2010,82,DOCUMENTARY (Feature),Judith Ehrlich and Rick Goldsmith,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,False
2009,2010,82,DOCUMENTARY (Feature),Rebecca Cammisa,Which Way Home,False
2009,2010,82,DOCUMENTARY (Short Subject),Jon Alpert and Matthew O'Neill,China's Unnatural Disaster: The Tears of Sichuan Province,False
2009,2010,82,DOCUMENTARY (Short Subject),Daniel Junge and Henry Ansbacher,The Last Campaign of Governor Booth Gardner,False
2009,2010,82,DOCUMENTARY (Short Subject),Steven Bognar and Julia Reichert,The Last Truck: Closing of a GM Plant,False
2009,2010,82,DOCUMENTARY (Short Subject),Roger Ross Williams and Elinor Burkett,Music by Prudence,True
2009,2010,82,DOCUMENTARY (Short Subject),Bartek Konopka and Anna Wydra,Rabbit à la Berlin,False
2009,2010,82,FILM EDITING,"Stephen Rivkin, John Refoua and James Cameron",Avatar,False
2009,2010,82,FILM EDITING,Julian Clarke,District 9,False
2009,2010,82,FILM EDITING,Bob Murawski and Chris Innis,The Hurt Locker,True
2009,2010,82,FILM EDITING,Sally Menke,Inglourious Basterds,False
2009,2010,82,FILM EDITING,Joe Klotz,Precious: Based on the Novel 'Push' by Sapphire,False
2009,2010,82,FOREIGN LANGUAGE FILM,Israel,Ajami,False
2009,2010,82,FOREIGN LANGUAGE FILM,Peru,The Milk of Sorrow,False
2009,2010,82,FOREIGN LANGUAGE FILM,France,A Prophet,False
2009,2010,82,FOREIGN LANGUAGE FILM,Argentina,The Secret in Their Eyes,True
2009,2010,82,FOREIGN LANGUAGE FILM,Germany,The White Ribbon,False
2009,2010,82,MAKEUP,Aldo Signoretti and Vittorio Sodano,Il Divo,False
2009,2010,82,MAKEUP,"Barney Burman, Mindy Hall and Joel Harlow",Star Trek,True
2009,2010,82,MAKEUP,Jon Henry Gordon and Jenny Shircore,The Young Victoria,False
2009,2010,82,MUSIC (Original Score),James Horner,Avatar,False
2009,2010,82,MUSIC (Original Score),Alexandre Desplat,Fantastic Mr. Fox,False
2009,2010,82,MUSIC (Original Score),Marco Beltrami and Buck Sanders,The Hurt Locker,False
2009,2010,82,MUSIC (Original Score),Hans Zimmer,Sherlock Holmes,False
2009,2010,82,MUSIC (Original Score),Michael Giacchino,Up,True
2009,2010,82,MUSIC (Original Song),Music and Lyric by Randy Newman,The Princess and the Frog,False
2009,2010,82,MUSIC (Original Song),Music by Reinhardt Wagner; Lyric by Frank Thomas,Paris 36,False
2009,2010,82,MUSIC (Original Song),Music and Lyric by Maury Yeston,Nine,False
2009,2010,82,MUSIC (Original Song),Music and Lyric by Ryan Bingham and T Bone Burnett,Crazy Heart,True
2009,2010,82,BEST PICTURE,"James Cameron and Jon Landau, Producers",Avatar,False
2009,2010,82,BEST PICTURE,"Gil Netter, Andrew A. Kosove and Broderick Johnson, Producers",The Blind Side,False
2009,2010,82,BEST PICTURE,"Peter Jackson and Carolynne Cunningham, Producers",District 9,False
2009,2010,82,BEST PICTURE,"Finola Dwyer and Amanda Posey, Producers",An Education,False
2009,2010,82,BEST PICTURE,"Kathryn Bigelow, Mark Boal, Nicolas Chartier and Greg Shapiro, Producers",The Hurt Locker,True
2009,2010,82,BEST PICTURE,"Lawrence Bender, Producer",Inglourious Basterds,False
2009,2010,82,BEST PICTURE,"Lee Daniels, Sarah Siegel-Magness and Gary Magness, Producers",Precious: Based on the Novel 'Push' by Sapphire,False
2009,2010,82,BEST PICTURE,"Joel Coen and Ethan Coen, Producers",A Serious Man,False
2009,2010,82,BEST PICTURE,"Jonas Rivera, Producer",Up,False
2009,2010,82,BEST PICTURE,"Daniel Dubiecki, Ivan Reitman and Jason Reitman, Producers",Up in the Air,False
2009,2010,82,SHORT FILM (Animated),Fabrice O. Joubert,French Roast,False
2009,2010,82,SHORT FILM (Animated),Nicky Phelan and Darragh O'Connell,Granny O'Grimm's Sleeping Beauty,False
2009,2010,82,SHORT FILM (Animated),Javier Recio Gracia,The Lady and the Reaper (La Dama y la Muerte),False
2009,2010,82,SHORT FILM (Animated),Nicolas Schmerkin,Logorama,True
2009,2010,82,SHORT FILM (Animated),Nick Park,A Matter of Loaf and Death,False
2009,2010,82,SHORT FILM (Live Action),Juanita Wilson and James Flynn,The Door,False
2009,2010,82,SHORT FILM (Live Action),Patrik Eklund and Mathias Fjellström,Instead of Abracadabra,False
2009,2010,82,SHORT FILM (Live Action),Gregg Helvey,Kavi,False
2009,2010,82,SHORT FILM (Live Action),Luke Doolan and Drew Bailey,Miracle Fish,False
2009,2010,82,SHORT FILM (Live Action),Joachim Back and Tivi Magnusson,The New Tenants,True
2009,2010,82,SOUND EDITING,Christopher Boyes and Gwendolyn Yates Whittle,Avatar,False
2009,2010,82,SOUND EDITING,Paul N.J. Ottosson,The Hurt Locker,True
2009,2010,82,SOUND EDITING,Wylie Stateman,Inglourious Basterds,False
2009,2010,82,SOUND EDITING,Mark Stoeckinger and Alan Rankin,Star Trek,False
2009,2010,82,SOUND EDITING,Michael Silvers and Tom Myers,Up,False
2009,2010,82,SOUND MIXING,"Christopher Boyes, Gary Summers, Andy Nelson and Tony Johnson",Avatar,False
2009,2010,82,SOUND MIXING,Paul N.J. Ottosson and Ray Beckett,The Hurt Locker,True
2009,2010,82,SOUND MIXING,"Michael Minkler, Tony Lamberti and Mark Ulano",Inglourious Basterds,False
2009,2010,82,SOUND MIXING,"Anna Behlmer, Andy Nelson and Peter J. Devlin",Star Trek,False
2009,2010,82,SOUND MIXING,"Greg P. Russell, Gary Summers and Geoffrey Patterson",Transformers: Revenge of the Fallen,False
2009,2010,82,VISUAL EFFECTS,"Joe Letteri, Stephen Rosenbaum, Richard Baneham and Andrew R. Jones",Avatar,True
2009,2010,82,VISUAL EFFECTS,"Dan Kaufman, Peter Muyzers, Robert Habros and Matt Aitken",District 9,False
2009,2010,82,VISUAL EFFECTS,"Roger Guyett, Russell Earl, Paul Kavanagh and Burt Dalton",Star Trek,False
2009,2010,82,WRITING (Adapted Screenplay),Written by Neill Blomkamp and Terri Tatchell,District 9,False
2009,2010,82,WRITING (Adapted Screenplay),Screenplay by Nick Hornby,An Education,False
2009,2010,82,WRITING (Adapted Screenplay),"Screenplay by Jesse Armstrong, Simon Blackwell, Armando Iannucci, Tony Roche",In the Loop,False
2009,2010,82,WRITING (Adapted Screenplay),Screenplay by Geoffrey Fletcher,Precious: Based on the Novel 'Push' by Sapphire,True
2009,2010,82,WRITING (Adapted Screenplay),Screenplay by Jason Reitman and Sheldon Turner,Up in the Air,False
2009,2010,82,WRITING (Original Screenplay),Written by Mark Boal,The Hurt Locker,True
2009,2010,82,WRITING (Original Screenplay),Written by Quentin Tarantino,Inglourious Basterds,False
2009,2010,82,WRITING (Original Screenplay),Written by Alessandro Camon & Oren Moverman,The Messenger,False
2009,2010,82,WRITING (Original Screenplay),Written by Joel Coen & Ethan Coen,A Serious Man,False
2009,2010,82,WRITING (Original Screenplay),"Screenplay by Bob Peterson, Pete Docter; Story by Pete Docter, Bob Peterson, Tom McCarthy",Up,False
2009,2010,82,HONORARY AWARD, Lauren Bacall in recognition of her central place in the golden age of motion pictures.,,True
2009,2010,82,HONORARY AWARD, Roger Corman for his rich engendering of films and filmmakers.,,True
2009,2010,82,HONORARY AWARD, Gordon Willis for unsurpassed mastery of light,,True
2009,2010,82,IRVING G. THALBERG MEMORIAL AWARD,John Calley,,True
2010,2011,83,ACTOR IN A LEADING ROLE,Javier Bardem,Biutiful,False
2010,2011,83,ACTOR IN A LEADING ROLE,Jeff Bridges,True Grit,False
2010,2011,83,ACTOR IN A LEADING ROLE,Jesse Eisenberg,The Social Network,False
2010,2011,83,ACTOR IN A LEADING ROLE,Colin Firth,The King's Speech,True
2010,2011,83,ACTOR IN A LEADING ROLE,James Franco,127 Hours,False
2010,2011,83,ACTOR IN A SUPPORTING ROLE,Christian Bale,The Fighter,True
2010,2011,83,ACTOR IN A SUPPORTING ROLE,John Hawkes,Winter's Bone,False
2010,2011,83,ACTOR IN A SUPPORTING ROLE,Jeremy Renner,The Town,False
2010,2011,83,ACTOR IN A SUPPORTING ROLE,Mark Ruffalo,The Kids Are All Right,False
2010,2011,83,ACTOR IN A SUPPORTING ROLE,Geoffrey Rush,The King's Speech,False
2010,2011,83,ACTRESS IN A LEADING ROLE,Annette Bening,The Kids Are All Right,False
2010,2011,83,ACTRESS IN A LEADING ROLE,Nicole Kidman,Rabbit Hole,False
2010,2011,83,ACTRESS IN A LEADING ROLE,Jennifer Lawrence,Winter's Bone,False
2010,2011,83,ACTRESS IN A LEADING ROLE,Natalie Portman,Black Swan,True
2010,2011,83,ACTRESS IN A LEADING ROLE,Michelle Williams,Blue Valentine,False
2010,2011,83,ACTRESS IN A SUPPORTING ROLE,Amy Adams,The Fighter,False
2010,2011,83,ACTRESS IN A SUPPORTING ROLE,Helena Bonham Carter,The King's Speech,False
2010,2011,83,ACTRESS IN A SUPPORTING ROLE,Melissa Leo,The Fighter,True
2010,2011,83,ACTRESS IN A SUPPORTING ROLE,Hailee Steinfeld,True Grit,False
2010,2011,83,ACTRESS IN A SUPPORTING ROLE,Jacki Weaver,Animal Kingdom,False
2010,2011,83,ANIMATED FEATURE FILM,Chris Sanders and Dean DeBlois,How to Train Your Dragon,False
2010,2011,83,ANIMATED FEATURE FILM,Sylvain Chomet,The Illusionist,False
2010,2011,83,ANIMATED FEATURE FILM,Lee Unkrich,Toy Story 3,True
2010,2011,83,ART DIRECTION,Production Design: Robert Stromberg; Set Decoration: Karen O'Hara,Alice in Wonderland,True
2010,2011,83,ART DIRECTION,Production Design: Stuart Craig; Set Decoration: Stephenie McMillan,Harry Potter and the Deathly Hallows Part 1,False
2010,2011,83,ART DIRECTION,Production Design: Guy Hendrix Dyas; Set Decoration: Larry Dias and Doug Mowat,Inception,False
2010,2011,83,ART DIRECTION,Production Design: Eve Stewart; Set Decoration: Judy Farr,The King's Speech,False
2010,2011,83,ART DIRECTION,Production Design: Jess Gonchor; Set Decoration: Nancy Haigh,True Grit,False
2010,2011,83,CINEMATOGRAPHY,Matthew Libatique,Black Swan,False
2010,2011,83,CINEMATOGRAPHY,Wally Pfister,Inception,True
2010,2011,83,CINEMATOGRAPHY,Danny Cohen,The King's Speech,False
2010,2011,83,CINEMATOGRAPHY,Jeff Cronenweth,The Social Network,False
2010,2011,83,CINEMATOGRAPHY,Roger Deakins,True Grit,False
2010,2011,83,COSTUME DESIGN,Colleen Atwood,Alice in Wonderland,True
2010,2011,83,COSTUME DESIGN,Antonella Cannarozzi,I Am Love,False
2010,2011,83,COSTUME DESIGN,Jenny Beavan,The King's Speech,False
2010,2011,83,COSTUME DESIGN,Sandy Powell,The Tempest,False
2010,2011,83,COSTUME DESIGN,Mary Zophres,True Grit,False
2010,2011,83,DIRECTING,Darren Aronofsky,Black Swan,False
2010,2011,83,DIRECTING,David O. Russell,The Fighter,False
2010,2011,83,DIRECTING,Tom Hooper,The King's Speech,True
2010,2011,83,DIRECTING,David Fincher,The Social Network,False
2010,2011,83,DIRECTING,Joel Coen and Ethan Coen,True Grit,False
2010,2011,83,DOCUMENTARY (Feature),Banksy and Jaimie D'Cruz,Exit through the Gift Shop,False
2010,2011,83,DOCUMENTARY (Feature),Josh Fox and Trish Adlesic,Gasland,False
2010,2011,83,DOCUMENTARY (Feature),Charles Ferguson and Audrey Marrs,Inside Job,True
2010,2011,83,DOCUMENTARY (Feature),Tim Hetherington and Sebastian Junger,Restrepo,False
2010,2011,83,DOCUMENTARY (Feature),Lucy Walker and Angus Aynsley,Waste Land,False
2010,2011,83,DOCUMENTARY (Short Subject),Jed Rothstein,Killing in the Name,False
2010,2011,83,DOCUMENTARY (Short Subject),Sara Nesson and Mitchell W. Block,Poster Girl,False
2010,2011,83,DOCUMENTARY (Short Subject),Karen Goodman and Kirk Simon,Strangers No More,True
2010,2011,83,DOCUMENTARY (Short Subject),Jennifer Redfearn and Tim Metzger,Sun Come Up,False
2010,2011,83,DOCUMENTARY (Short Subject),Ruby Yang and Thomas Lennon,The Warriors of Qiugang,False
2010,2011,83,FILM EDITING,Andrew Weisblum,Black Swan,False
2010,2011,83,FILM EDITING,Pamela Martin,The Fighter,False
2010,2011,83,FILM EDITING,Tariq Anwar,The King's Speech,False
2010,2011,83,FILM EDITING,Jon Harris,127 Hours,False
2010,2011,83,FILM EDITING,Angus Wall and Kirk Baxter,The Social Network,True
2010,2011,83,FOREIGN LANGUAGE FILM,Mexico,Biutiful,False
2010,2011,83,FOREIGN LANGUAGE FILM,Greece,Dogtooth,False
2010,2011,83,FOREIGN LANGUAGE FILM,Denmark,In a Better World,True
2010,2011,83,FOREIGN LANGUAGE FILM,Canada,Incendies,False
2010,2011,83,FOREIGN LANGUAGE FILM,Algeria,Outside the Law (Hors-la-loi),False
2010,2011,83,MAKEUP,Adrien Morot,Barney's Version,False
2010,2011,83,MAKEUP,"Edouard F. Henriques, Gregory Funk and Yolanda Toussieng",The Way Back,False
2010,2011,83,MAKEUP,Rick Baker and Dave Elsey,The Wolfman,True
2010,2011,83,MUSIC (Original Score),John Powell,How to Train Your Dragon,False
2010,2011,83,MUSIC (Original Score),Hans Zimmer,Inception,False
2010,2011,83,MUSIC (Original Score),Alexandre Desplat,The King's Speech,False
2010,2011,83,MUSIC (Original Score),A.R. Rahman,127 Hours,False
2010,2011,83,MUSIC (Original Score),Trent Reznor and Atticus Ross,The Social Network,True
2010,2011,83,MUSIC (Original Song),"Music and Lyric by Tom Douglas, Troy Verges and Hillary Lindsey",Country Strong,False
2010,2011,83,MUSIC (Original Song),Music by Alan Menken; Lyric by Glenn Slater,Tangled,False
2010,2011,83,MUSIC (Original Song),Music by A.R. Rahman; Lyric by Dido and Rollo Armstrong,127 Hours,False
2010,2011,83,MUSIC (Original Song),Music and Lyric by Randy Newman,Toy Story 3,True
2010,2011,83,BEST PICTURE,"Mike Medavoy, Brian Oliver and Scott Franklin, Producers",Black Swan,False
2010,2011,83,BEST PICTURE,"David Hoberman, Todd Lieberman and Mark Wahlberg, Producers",The Fighter,False
2010,2011,83,BEST PICTURE,"Emma Thomas and Christopher Nolan, Producers",Inception,False
2010,2011,83,BEST PICTURE,"Gary Gilbert, Jeffrey Levy-Hinte and Celine Rattray, Producers",The Kids Are All Right,False
2010,2011,83,BEST PICTURE,"Iain Canning, Emile Sherman and Gareth Unwin, Producers",The King's Speech,True
2010,2011,83,BEST PICTURE,"Christian Colson, Danny Boyle and John Smithson, Producers",127 Hours,False
2010,2011,83,BEST PICTURE,"Scott Rudin, Dana Brunetti, Michael De Luca and Ceán Chaffin, Producers",The Social Network,False
2010,2011,83,BEST PICTURE,"Darla K. Anderson, Producer",Toy Story 3,False
2010,2011,83,BEST PICTURE,"Scott Rudin, Ethan Coen and Joel Coen, Producers",True Grit,False
2010,2011,83,BEST PICTURE,"Anne Rosellini and Alix Madigan-Yorkin, Producers",Winter's Bone,False
2010,2011,83,SHORT FILM (Animated),Teddy Newton,Day & Night,False
2010,2011,83,SHORT FILM (Animated),Jakob Schuh and Max Lang,The Gruffalo,False
2010,2011,83,SHORT FILM (Animated),Geefwee Boedoe,Let's Pollute,False
2010,2011,83,SHORT FILM (Animated),Shaun Tan and Andrew Ruhemann,The Lost Thing,True
2010,2011,83,SHORT FILM (Animated),Bastien Dubois,"Madagascar, carnet de voyage (Madagascar, a Journey Diary)",False
2010,2011,83,SHORT FILM (Live Action),Tanel Toom,The Confession,False
2010,2011,83,SHORT FILM (Live Action),Michael Creagh,The Crush,False
2010,2011,83,SHORT FILM (Live Action),Luke Matheny,God of Love,True
2010,2011,83,SHORT FILM (Live Action),Ivan Goldschmidt,Na Wewe,False
2010,2011,83,SHORT FILM (Live Action),Ian Barnes and Samantha Waite,Wish 143,False
2010,2011,83,SOUND EDITING,Richard King,Inception,True
2010,2011,83,SOUND EDITING,Tom Myers and Michael Silvers,Toy Story 3,False
2010,2011,83,SOUND EDITING,Gwendolyn Yates Whittle and Addison Teague,Tron: Legacy,False
2010,2011,83,SOUND EDITING,Skip Lievsay and Craig Berkey,True Grit,False
2010,2011,83,SOUND EDITING,Mark P. Stoeckinger,Unstoppable,False
2010,2011,83,SOUND MIXING,"Lora Hirschberg, Gary A. Rizzo and Ed Novick",Inception,True
2010,2011,83,SOUND MIXING,"Paul Hamblin, Martin Jensen and John Midgley",The King's Speech,False
2010,2011,83,SOUND MIXING,"Jeffrey J. Haboush, Greg P. Russell, Scott Millan and William Sarokin",Salt,False
